"id","full_name","created_at","description","language","issue_tmp_adoption_time","issue_tmp_adoption_sha","pr_tmp_adoption_time","pr_tmp_adoption_sha"
"5152285","square/okhttp","2012-07-23T13:42:55Z","Square’s meticulous HTTP client for Java and Kotlin.","Java","2018-12-31T02:42:51Z","e8acc611aa5c756bd55763e43778250f69122d52","",""
"5239185","quilljs/quill","2012-07-30T23:23:18Z","Quill is a modern WYSIWYG editor built for compatibility and extensibility.","JavaScript","2016-03-01T05:18:58Z","a6078ce6157252622da097b075dea3ddd0be453e","",""
"5373551","libgdx/libgdx","2012-08-10T19:34:38Z","Desktop/Android/HTML5/iOS Java game development framework","Java","2016-02-19T02:53:42Z","9252a5578f09e56a0e24e92e9d76a02c0b558a2a","",""
"5532320","Polymer/polymer","2012-08-23T20:56:30Z","Our original Web Component library.","HTML","2016-02-18T03:40:55Z","cc1ef9af2c8a45299a9bfa58e9db9d87c5160d51","2016-02-18T03:40:55Z","cc1ef9af2c8a45299a9bfa58e9db9d87c5160d51"
"5625464","pyenv/pyenv","2012-08-31T06:57:52Z","Simple Python version management","Shell","2018-03-20T09:44:57Z","143e0be9fc13bc4e47515765eb1b70d28780f594","2018-03-20T09:44:57Z","143e0be9fc13bc4e47515765eb1b70d28780f594"
"5710341","bower/bower","2012-09-07T00:15:39Z","A package manager for the web","JavaScript","2016-06-10T02:29:26Z","c6f7ec36de32afeeff2863f26066ef83ca554e8d","",""
"5724990","briannesbitt/Carbon","2012-09-08T02:56:20Z","A simple PHP API extension for DateTime.","PHP","2018-08-12T17:26:27Z","8a5106a6d21be01840669d014f47837428de1c36","",""
"5923215","hexojs/hexo","2012-09-23T15:17:08Z","A fast, simple & powerful blog framework, powered by Node.js.","JavaScript","2016-02-25T13:06:38Z","7ba29753e000a82c98f296ec4464679ff618f37e","2017-04-06T05:47:59Z","b9e626ae2756d1d4bd56f2bb272d208daea8ac11"
"6093316","DefinitelyTyped/DefinitelyTyped","2012-10-05T16:39:45Z","The repository for high quality TypeScript type definitions.","TypeScript","2016-02-27T00:49:16Z","6fd7cc3451e464303a8f003cb39171f30585996c","2016-02-27T00:49:16Z","6fd7cc3451e464303a8f003cb39171f30585996c"
"6296790","spring-projects/spring-boot","2012-10-19T15:02:57Z","Spring Boot","Java","2016-03-29T08:04:52Z","8783f75d0360d46f82aa7be8d6e60dd70da965ea","2016-03-29T08:04:52Z","8783f75d0360d46f82aa7be8d6e60dd70da965ea"
"6452529","rethinkdb/rethinkdb","2012-10-30T05:37:47Z","The open-source database for the realtime web.","C++","2020-05-25T12:52:21Z","f654758a74cd531271c0212ee96485c98b87f2a0","2020-05-25T12:52:21Z","f654758a74cd531271c0212ee96485c98b87f2a0"
"6731432","koalaman/shellcheck","2012-11-17T03:15:11Z","ShellCheck, a static analysis tool for shell scripts","Haskell","2016-11-01T08:25:55Z","59c4ed106ced2cc0be9ba63fc0212835a7d9146e","",""
"6838921","prometheus/prometheus","2012-11-24T11:14:12Z","The Prometheus monitoring system and time series database.","Go","2016-06-06T17:48:14Z","fa1dc018cbd70d8cc857dc369f0c7f841892facb","2019-06-07T16:43:04Z","48c4dc63eaf51af676ed9cf7f6f919ca23d07792"
"6887813","crystal-lang/crystal","2012-11-27T17:32:32Z","The Crystal Programming Language","Crystal","2016-09-01T20:49:09Z","76983c2ff27561405096235b485dacb47488b9e2","",""
"6934395","facebook/rocksdb","2012-11-30T06:16:18Z","A library that provides an embeddable, persistent key-value store for fast storage.","C++","2017-09-30T02:41:28Z","2b22baf3044c417832d2352ee968b1eaf65cbb00","",""
"7010724","dianping/cat","2012-12-05T02:31:48Z","CAT 作为服务端项目基础组件，提供了 Java, C/C++, Node.js, Python, Go 等多语言客户端，已经在美团点评的基础架构中间件框架（MVC框架，RPC框架，数据库框架，缓存框架等，消息队列，配置系统等）深度集成，为美团点评各业务线提供系统丰富的性能指标、健康状况、实时告警等。","Java","2019-10-07T13:54:00Z","e49cc924e07d55c56e712015acf6a9816b3d039e","",""
"7190986","shadowsocks/shadowsocks-android","2012-12-16T13:40:29Z","A shadowsocks client for Android","Kotlin","2016-09-05T08:24:51Z","96fcec788c4bd90a844de1676f87bb51eab1f129","",""
"7212645","syl20bnr/spacemacs","2012-12-17T21:34:03Z","A community-driven Emacs distribution - The best editor is neither Emacs nor Vim,  it's Emacs *and* Vim!","Emacs Lisp","2016-02-19T12:07:11Z","570ad2e8bc82035f31ff5c0dd5fd5a804a814119","2016-03-07T10:41:47Z","54060c490acac684052275287837ea21c0624e6c"
"7508411","ReactiveX/RxJava","2013-01-08T20:11:48Z","RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM.","Java","2016-11-28T22:52:58Z","e2e70d20ff0c0f26b1e66db5ad121b29586c62a6","2016-11-28T22:52:58Z","e2e70d20ff0c0f26b1e66db5ad121b29586c62a6"
"7569578","discourse/discourse","2013-01-12T00:25:55Z","A platform for community discussion. Free, open, simple.","Ruby","","","2020-08-25T21:03:38Z","e08545cf99bb6f16c5971a4764c34696e5b78178"
"7587038","alibaba/canal","2013-01-13T10:59:52Z","阿里巴巴 MySQL binlog 增量订阅&消费组件 ","Java","2019-04-09T15:08:43Z","d8996432b9f4920afe14c4bd500120d62907c804","",""
"7600409","shadowsocks/shadowsocks-windows","2013-01-14T07:54:16Z","If you want to keep a secret, you must also hide it from yourself.","C#","2016-09-12T07:13:51Z","c359be234251f1d6274343e18c9fcbce948a9b00","2018-06-18T14:10:21Z","8ce4b3b8967be1df0409a5992bb9746cbbb155c2"
"7613257","SeleniumHQ/selenium","2013-01-14T21:40:56Z","A browser automation framework and ecosystem.","Java","2016-02-17T21:49:49Z","5b64e4297955798228a3e3778cc0e846500132a1","2016-02-18T05:49:49Z","5b64e4297955798228a3e3778cc0e846500132a1"
"7634677","openssl/openssl","2013-01-15T22:34:48Z","TLS/SSL and crypto library","C","2018-11-13T23:58:06Z","713683393330b0fb74d0034ece16247915d1f3cb","2016-10-22T20:53:11Z","2f6e46dc857115e7f6281dd3424158b76a021c9e"
"7691631","moby/moby","2013-01-18T18:10:57Z","Moby Project - a collaborative project for the container ecosystem to assemble container-based systems","Go","2016-02-23T03:59:50Z","9cac2716f7196fc915c4cac3b2c34aa2183182d9","2016-02-23T03:59:50Z","9cac2716f7196fc915c4cac3b2c34aa2183182d9"
"7693799","angular-ui/ui-router","2013-01-18T20:26:29Z","The de-facto solution to flexible routing with nested views in AngularJS","TypeScript","2017-02-27T02:34:20Z","a04674cea7de0b8bba852a5469d5dacda4dceccf","",""
"7741856","pixijs/pixi.js","2013-01-21T22:40:50Z","The HTML5 Creation Engine: Create beautiful digital content with the fastest, most flexible 2D WebGL renderer.","TypeScript","2017-11-01T00:24:35Z","64ca3738dd9f048b185e5bc0e8bfcfbea005442a","2017-11-01T00:24:35Z","64ca3738dd9f048b185e5bc0e8bfcfbea005442a"
"8205602","mybatis/mybatis-3","2013-02-14T19:03:32Z","MyBatis SQL mapper framework for Java","Java","2016-02-18T19:30:04Z","8900a543a750112f7dd0912d76e1207d7c7e0ad5","",""
"8424040","processing/p5.js","2013-02-26T03:14:47Z","p5.js is a client-side JS platform that empowers artists, designers, students, and anyone to learn to code and express themselves creatively on the web. It is based on the core principles of Processing. http://twitter.com/p5xjs —","JavaScript","2017-03-22T23:36:10Z","6452068821e2ff662ee30eb1165859426b9d61f6","2019-10-11T01:38:20Z","b1f1ad200f674aea10bd5d7b7d03ae6c0766e878"
"8686855","usablica/intro.js","2013-03-10T15:12:45Z","A better way for new feature introduction and step-by-step users guide for your website and project.","HTML","2017-12-05T09:09:13Z","b5d4eff41650f3975ed59bfb7ea481d462306399","",""
"8843683","chartjs/Chart.js","2013-03-17T23:56:36Z","Simple HTML5 Charts using the <canvas> tag","JavaScript","2016-05-13T08:52:39Z","2575ed0c1c7229afe01cb966ff715a791934abe8","2016-05-13T08:52:39Z","2575ed0c1c7229afe01cb966ff715a791934abe8"
"8859474","skylot/jadx","2013-03-18T17:08:21Z","Dex to Java decompiler","Java","2019-06-06T18:33:47Z","40f19cce61d78ca9a1d6025badb13b3552e16878","2019-08-01T02:40:23Z","99935bada622cce2523124ed35504d4ff6779a3c"
"9185792","apache/incubator-echarts","2013-04-03T03:18:59Z","A powerful, interactive charting and data visualization library for browser","JavaScript","2016-03-04T16:15:13Z","c0b965d4e3cdb0bb536422a57751660d13dd7a38","2019-12-10T14:30:54Z","3528dda245fce9e5484109d0820a9c626bc70ef3"
"9309093","Semantic-Org/Semantic-UI","2013-04-08T23:32:04Z","Semantic is a UI component framework based around useful principles from natural language.","JavaScript","2018-02-23T19:13:24Z","ebb44f9822b1ebaf3fdc117896aaffaf9c1e62e5","2018-02-24T07:27:27Z","c1536561f4cf366b270927fdab853d96242f87a9"
"9384267","electron/electron","2013-04-12T01:47:36Z",":electron: Build cross-platform desktop apps with JavaScript, HTML, and CSS","C++","2016-02-17T21:31:26Z","a252b9b5702ae171af8a56d9ca73d3c20814d8c2","2018-02-12T22:08:32Z","31e0bc02ba76e375f80ff294ff4f48d611f3e5f4"
"9393759","photonstorm/phaser","2013-04-12T12:27:51Z","Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering.","JavaScript","2016-02-26T17:51:10Z","763557af5da12b60b6f5b29fda190a6eeb3f9e25","2016-02-27T01:51:10Z","763557af5da12b60b6f5b29fda190a6eeb3f9e25"
"9603240","pure-css/pure","2013-04-22T16:16:39Z","A set of small, responsive CSS modules that you can use in every web project.","JavaScript","2016-11-25T03:08:16Z","afb061c3a18a12913ee29af4ca71f7235ba585da","2016-11-25T03:08:16Z","afb061c3a18a12913ee29af4ca71f7235ba585da"
"9852918","TryGhost/Ghost","2013-05-04T11:09:13Z","? The #1 headless Node.js CMS for professional publishing","JavaScript","2016-02-18T17:50:09Z","e5afddfa61ba31cb9e00ac250249fcd0c1f45666","2016-02-18T17:50:09Z","e5afddfa61ba31cb9e00ac250249fcd0c1f45666"
"10187082","Unitech/pm2","2013-05-21T03:25:25Z","Node.js Production Process Manager with a built-in Load Balancer.","JavaScript","2016-05-18T18:40:42Z","2db2e6734111647e5ae226437ec391dd7ada2f82","2016-05-18T18:40:42Z","2db2e6734111647e5ae226437ec391dd7ada2f82"
"10270250","facebook/react","2013-05-24T16:15:54Z","A declarative, efficient, and flexible JavaScript library for building user interfaces.","JavaScript","2020-01-10T08:16:37Z","05e487a12ffee59b75db82995f3f826254444741","2016-05-12T06:30:25Z","6b1232aa86415f0573153888a46c4c5cb38974d8"
"10365411","yabwe/medium-editor","2013-05-29T17:40:11Z","Medium.com WYSIWYG editor clone. Uses contenteditable API to implement a rich text solution.","JavaScript","2016-04-15T22:55:41Z","4a3986554d2ec1480b67c051b1d0a53529a50438","2016-04-15T22:55:41Z","4a3986554d2ec1480b67c051b1d0a53529a50438"
"10567197","dokku/dokku","2013-06-08T10:26:57Z","A docker-powered PaaS that helps you build and manage the lifecycle of applications","Shell","2016-02-18T01:58:35Z","1f1d95b6897ca7359d6a982ddd8b65d0615ebbaa","2017-05-11T06:15:50Z","75fe75f7a95f31fe31bb884a1dbc756f33cf1b33"
"10744183","netdata/netdata","2013-06-17T18:39:10Z","Real-time performance monitoring, done right! https://www.netdata.cloud","C","2018-10-18T03:23:32Z","ac0f6f4823ddfccf7eed916f2a5248d4f322bf34","2018-10-18T03:23:32Z","ac0f6f4823ddfccf7eed916f2a5248d4f322bf34"
"11061773","eslint/eslint","2013-06-29T23:59:48Z","Find and fix problems in your JavaScript code.","JavaScript","2016-02-25T09:30:24Z","6c0c4aa2e67a84485b829f5c490062884a8f352b","2016-07-06T01:39:45Z","124d8a381acde6038a6c883fa25dd7409ec04b57"
"11075527","vim-airline/vim-airline","2013-06-30T18:49:56Z","lean & mean status/tabline for vim that's light as air","Vim script","2016-03-02T01:42:46Z","ea32215b080e2878f2319640c126454745ab013f","",""
"11116372","keystonejs/keystone-classic","2013-07-02T05:01:55Z","Node.js CMS and web app framework","JavaScript","2016-05-16T06:17:23Z","2d9bb1273a058746eaa844a2ea12dbdecad46538","2016-05-19T19:08:08Z","7dbf40976a019e11d48f7966fd36d86e0dc425b0"
"11171548","nlohmann/json","2013-07-04T08:47:49Z","JSON for Modern C++","C++","2017-10-29T23:32:23Z","6d2981db82c6e9cca2289e19c0dcc59ceb627084","2016-02-20T22:22:46Z","df3ab06f2eae6ee4ac8364a18c27d6d277d31756"
"11180687","gohugoio/hugo","2013-07-04T15:26:26Z","The world’s fastest framework for building websites.","Go","2019-09-25T14:40:04Z","454a033dc5bc9b3db626fe1533d7e8494d79f472","",""
"11225014","etcd-io/etcd","2013-07-06T21:57:21Z","Distributed reliable key-value store for the most critical data of a distributed system","Go","2016-04-26T07:22:13Z","cc27c3a1e6b36f6dec5ff3b17aa2925927d5f615","2016-04-26T07:22:13Z","cc27c3a1e6b36f6dec5ff3b17aa2925927d5f615"
"11267509","bumptech/glide","2013-07-08T22:52:33Z","An image loading and caching library for Android focused on smooth scrolling","Java","2016-03-19T03:45:28Z","5eef34d9039225950b4999a96cee552781bf8730","2016-03-19T03:45:28Z","5eef34d9039225950b4999a96cee552781bf8730"
"11276147","cmderdev/cmder","2013-07-09T07:44:22Z","Lovely console emulator package for Windows","C++","2018-03-23T21:32:15Z","66d36fdc1c6fa4cf95a62c3557d018da6a1731cb","",""
"11393110","urfave/cli","2013-07-13T19:32:06Z","A simple, fast, and fun package for building command line apps in Go","Go","2019-11-15T06:06:01Z","708b7704acd4066a186e2084026e104298fa7e52","2019-11-29T14:26:15Z","94ed66bce6073c1e306a0fd2578ea77d4faee813"
"11507163","uikit/uikit","2013-07-18T16:00:26Z","A lightweight and modular front-end framework for developing fast and powerful web interfaces","HTML","2017-03-08T14:04:06Z","2102d575c10fe5cee718599432a2d47b34f6d087","",""
"11570469","SnapKit/Masonry","2013-07-22T01:15:48Z","Harness the power of AutoLayout NSLayoutConstraints with a simplified, chainable and expressive syntax. Supports iOS and OSX Auto Layout","Objective-C","2016-10-31T08:51:03Z","5efd5276f042bd66519817611ec8cc513d6285ff","",""
"11730342","vuejs/vue","2013-07-29T03:24:51Z","? Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web.","JavaScript","2020-04-26T23:00:19Z","e1fbfac66403aa0df5cdae040a8edf2f219455ca","2016-08-19T03:48:57Z","6342dd698ef182b69eac572eabb74dff280dbf2e"
"11829145","basecamp/trix","2013-08-01T22:21:30Z","A rich text editor for everyday writing","CoffeeScript","2016-05-01T03:44:56Z","d95f2b7342d8437e8ba951ea54dfa11a4be27b83","",""
"11892946","uglide/RedisDesktopManager","2013-08-05T07:51:08Z",":wrench: Cross-platform GUI management tool for Redis","C++","2016-06-09T16:26:01Z","30b46695342d437955a694899a5051750cc341bf","",""
"12080551","tsenart/vegeta","2013-08-13T11:45:21Z","HTTP load testing tool and library. It's over 9000!","Go","2018-05-24T00:37:39Z","4e951f21a23f495daa7ad11a6dfe3d70a4c008cb","2018-05-24T01:02:20Z","2a161c613d6aaa7b750a52bd9aae8d6ce71ba18a"
"12226786","lovell/sharp","2013-08-19T20:24:24Z","High performance Node.js image processing, the fastest module to resize JPEG, PNG, WebP and TIFF images. Uses the libvips library.","JavaScript","2019-04-03T05:32:06Z","b4ede7552237ce433fbc29d1cb0b764c474272e9","",""
"12256376","ionic-team/ionic-framework","2013-08-20T23:06:02Z","A powerful cross-platform UI toolkit for building native-quality iOS, Android, and Progressive Web Apps with HTML, CSS, and JavaScript.","TypeScript","2016-06-25T03:58:03Z","149d8dccfa87bb84d3c015505b883df541beba58","2016-06-25T03:58:03Z","149d8dccfa87bb84d3c015505b883df541beba58"
"12358097","hackiftekhar/IQKeyboardManager","2013-08-25T11:32:48Z","Codeless drop-in universal library allows to prevent issues of keyboard sliding up and cover UITextField/UITextView. Neither need to write any code nor any setup required and much more.","Objective-C","2018-02-27T17:45:52Z","652e71d0a062b77538719b9d518dae59faa9abc7","2018-02-27T17:49:42Z","137cb8042bd2bdc11e211647b318e31784ce772a"
"12670444","petkaantonov/bluebird","2013-09-07T19:39:57Z",":bird: :zap: Bluebird is a full featured promise library with unmatched performance.","JavaScript","2016-02-18T03:43:01Z","47c4f50c6e6dc8b42d16ba69ea3ede2ace027d81","",""
"12732573","junegunn/vim-plug","2013-09-10T14:58:51Z",":hibiscus: Minimalist Vim Plugin Manager","Vim script","2016-02-25T08:11:18Z","d96e30369206154626bfd5c0bf1150aebe812df5","2016-02-25T08:11:18Z","d96e30369206154626bfd5c0bf1150aebe812df5"
"12791642","BVLC/caffe","2013-09-12T18:39:48Z","Caffe: a fast open framework for deep learning.","C++","2016-11-03T16:41:51Z","3b443eacb30d8f4b3e551707faeebeeb15e77960","",""
"12820537","slatedocs/slate","2013-09-13T22:15:24Z","Beautiful static documentation for your API","CSS","2016-06-11T03:05:39Z","e9384ed058057192a57e85979b9189858a43625f","2016-06-11T10:58:16Z","31e021a01f910a4efbd1d0465a7cd9289e4fc34b"
"12888993","home-assistant/core","2013-09-17T07:29:48Z",":house_with_garden: Open source home automation that puts local control and privacy first","Python","2016-02-27T09:03:55Z","f99a536b98c415edc98eb1bc572ad5a0607c0313","2016-02-27T17:03:55Z","f99a536b98c415edc98eb1bc572ad5a0607c0313"
"12972263","alvarotrigo/fullPage.js","2013-09-20T11:58:29Z","fullPage plugin by Alvaro Trigo. Create full screen pages fast and simple","JavaScript","2016-05-11T19:14:38Z","ec577e71e31cf652e58d8d280d24c0ca1d20fdff","2016-05-11T19:14:38Z","ec577e71e31cf652e58d8d280d24c0ca1d20fdff"
"13124802","influxdata/influxdb","2013-09-26T14:31:10Z","Scalable datastore for metrics, events, and real-time analytics","Go","2016-10-07T00:00:31Z","8702d30f4fc615c85c3381cac002c3ab3b3c4ec5","2016-02-25T22:55:23Z","8ff1143aaaafde6341d288bc49eb0f1b30999acf"
"13142126","riot/riot","2013-09-27T05:21:01Z","Simple and elegant component-based UI library","JavaScript","2016-02-25T05:37:16Z","0f8a25e6f4fefca917cb219994b46ab126d9afa4","2016-02-25T05:52:05Z","00d34b6c9381a60d7b6a6106a33118e2aa512bff"
"13753636","jhipster/generator-jhipster","2013-10-21T20:07:22Z","JHipster is a development platform to quickly generate, develop, & deploy modern web applications & microservice architectures.","JavaScript","2020-04-30T15:53:50Z","5bed9e9d35be24e6ddde3265e79b142b717e7af7","2020-04-30T15:53:50Z","5bed9e9d35be24e6ddde3265e79b142b717e7af7"
"13807606","junegunn/fzf","2013-10-23T16:04:23Z",":cherry_blossom: A command-line fuzzy finder","Go","2016-03-06T10:24:03Z","f91cbd5688b9722088809ed72561a32a48eab174","",""
"13840241","freeCodeCamp/devdocs","2013-10-24T18:16:07Z","API Documentation Browser","Ruby","2017-03-13T03:00:03Z","7bdbac3de7299551dd26584726741da712fc1e4d","2018-02-09T18:00:26Z","8971be50f5d6c80d18fbb811d37cfa256c1f301e"
"13886476","zsh-users/zsh-autosuggestions","2013-10-26T16:09:37Z","Fish-like autosuggestions for zsh","Shell","2019-07-03T11:03:58Z","324aad0ac94b8b5e8bd06349f1bfac692255f610","",""
"13926404","getredash/redash","2013-10-28T13:19:39Z","Make Your Company Data Driven. Connect to any data source, easily visualize, dashboard and share your data.","JavaScript","2016-05-05T19:28:04Z","c0ffea708348f340e78f9d583aeba916799962e3","2019-02-25T16:11:21Z","f4f34d02fb5bddf114f354ece0cdf7bc15afcd97"
"14125254","hashicorp/consul","2013-11-04T22:15:27Z","Consul is a distributed, highly available, and data center aware solution to connect and configure applications across dynamic, distributed infrastructure.","Go","2016-04-28T23:57:31Z","461d21c2e6af844e18232e69c248163650116028","",""
"14712850","syncthing/syncthing","2013-11-26T09:48:21Z","Open Source Continuous File Synchronization","Go","2016-02-21T04:57:17Z","9d277ac2ac661898bc60da68b429874ffe3df3d1","2016-03-06T04:50:51Z","a117b0c723be669bebc44d08e33744c362d02eb4"
"14812739","libuv/libuv","2013-11-30T00:29:56Z","Cross-platform asynchronous I/O","C","2017-04-18T23:29:59Z","b678fb6191de0d9f7155ee3b5b94a00f698a4aa6","",""
"15019962","tldr-pages/tldr","2013-12-08T07:34:43Z","? Collaborative cheatsheets for console commands","Shell","2017-09-25T14:44:00Z","3bc0056441f3d20dcd6e253e3cbfa254264ea9ba","2017-08-22T20:32:07Z","15cf5d05a22dbd666440017069a8e2c64474a88a"
"15045751","docker/compose","2013-12-09T11:40:58Z","Define and run multi-container applications with Docker","Python","2018-03-24T00:59:22Z","4e97e0fd41efea16fae1d870918095e8a86fa283","2018-03-24T00:59:22Z","4e97e0fd41efea16fae1d870918095e8a86fa283"
"15062869","facebook/jest","2013-12-10T00:18:04Z","Delightful JavaScript Testing.","TypeScript","2016-09-01T08:52:19Z","8c849feb81047890a98bf3924c5a2215064d7bcf","2016-09-15T06:56:12Z","76f2bc24b14daf783cac9f24e55f4c47ab831ad3"
"15111821","grafana/grafana","2013-12-11T15:59:56Z","The tool for beautiful monitoring and metric analytics & dashboards for Graphite, InfluxDB & Prometheus & More","TypeScript","2016-03-08T14:56:54Z","fb450385d766ff2b49b0a46b068e4f2e185c7813","2016-03-08T14:56:54Z","fb450385d766ff2b49b0a46b068e4f2e185c78133"
"15116946","vuejs/vue-router","2013-12-11T19:37:46Z","? The official router for Vue.js.","JavaScript","2016-12-08T21:10:27Z","af78335d99564c98f989781e9ee778f74086edf8","2016-12-08T21:10:27Z","af78335d99564c98f989781e9ee778f74086edf8"
"15225670","jitsi/jitsi-meet","2013-12-16T12:51:09Z","Jitsi Meet - Secure, Simple and Scalable Video Conferences that you use as a standalone app or embed in your web application.","JavaScript","2018-06-16T04:37:01Z","fc643f06e4f42821585600bb13e0476267a8d3be","2020-06-16T17:24:15Z","e8e2b3c34112c7f22e5a3d9e5d835c1d442e59c7"
"15308499","SortableJS/sortablejs","2013-12-19T10:10:13Z","Create and reorder lists with drag-and-drop. For use with modern browsers and touch devices","JavaScript","2016-02-19T08:56:44Z","a3fbeb29d25406e83b8edcf06b16e5aaacfbb917","",""
"15315789","Wox-launcher/Wox","2013-12-19T15:49:32Z","Launcher for Windows, an alternative to Alfred and Launchy.","C#","2016-03-01T18:03:45Z","c7372aabfd23e0a83c25a90e5f6681cac8e53b7f","",""
"15428480","ColorlibHQ/AdminLTE","2013-12-25T02:52:40Z","AdminLTE - Free admin dashboard template based on Bootstrap 4","JavaScript","2019-11-01T19:18:42Z","c4b90591a8b9b99803544c142843019860a14856","",""
"15452919","ethereum/go-ethereum","2013-12-26T13:05:46Z","Official Go implementation of the Ethereum protocol","Go","2016-03-15T06:39:21Z","a0e2e22a4f61eab801b6fa0ac21ae32f634525cc","",""
"15480067","react-bootstrap/react-bootstrap","2013-12-27T19:06:07Z","Bootstrap components built with React","JavaScript","2019-05-07T01:29:56Z","a11bbe815081bc505e4c4c8dcffc851964800cdd","",""
"15634981","godotengine/godot","2014-01-04T16:05:36Z","Godot Engine – Multi-platform 2D and 3D game engine","C++","2016-02-18T22:44:56Z","93b857bf88d63b34b9c1b2f70dde295334c9be64","2020-07-23T01:04:58Z","78693cdc552b5e902c67b2be96903b2f242bc0a7"
"15823460","redisson/redisson","2014-01-11T14:06:25Z","Redisson - Redis Java client with features of In-Memory Data Grid. Over 50 Redis based Java objects and services: Set, Multimap, SortedSet, Map, List, Queue, Deque, Semaphore, Lock, AtomicLong, Map Reduce, Publish / Subscribe, Bloom filter, Spring Cache, Tomcat, Scheduler, JCache API, Hibernate, MyBatis, RPC, local cache ...","Java","2018-04-30T14:33:04Z","d4c35a34f1db2461fb7c43d181bf09f7c8420d0f","",""
"15975439","jlmakes/scrollreveal","2014-01-16T17:37:20Z","Animate elements as they scroll into view.","JavaScript","2016-03-16T21:06:17Z","1d2dba5a907bab17ff78f578108ebde450e9bf9e","2017-01-05T04:19:16Z","ebb37bc21aa97afad2efe3ca0355f76d23cf4125"
"16072585","phoenixframework/phoenix","2014-01-20T14:14:11Z","Peace of mind from prototype to production","Elixir","2016-02-19T04:24:10Z","79effedcdecb186999d5ca853a9d3897802d15bc","",""
"16089035","wekan/wekan","2014-01-21T01:26:28Z","The open-source kanban (built with Meteor). Keep variable/table/field names camelCase. For translations, only add Pull Request changes to wekan/i18n/en.i18n.json , other translations are done at https://transifex.com/wekan/wekan only.","JavaScript","2017-07-25T14:22:40Z","74f56286225e4d6e5354de8101731cb0978f0826","",""
"16408992","neovim/neovim","2014-01-31T13:39:22Z","Vim-fork focused on extensibility and usability","Vim script","2016-02-19T07:28:36Z","a6a6f70128f5fec6cfe113d0e9423e4d7a8f63a6","",""
"16563587","cockroachdb/cockroach","2014-02-06T00:18:47Z","CockroachDB - the open source, cloud-native distributed SQL database.","Go","2016-03-30T15:24:06Z","487ee78b15c4aebbe84762325c244a418f1fd1a7","",""
"16587283","dmlc/xgboost","2014-02-06T17:28:03Z","Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library,  for Python, R, Java, Scala, C++ and more. Runs on single machine, Hadoop, Spark, Flink and DataFlow","C++","2016-08-18T05:50:37Z","6d0426e6e3b6e65529b9c551b719844176f7e0a0","",""
"16607898","drone/drone","2014-02-07T07:54:44Z","Drone is a Container-Native, Continuous Delivery Platform","Go","2016-02-18T06:37:52Z","50ae4ba525676e9c0dd9b42e15c3f97232ec5789","2016-04-19T20:02:28Z","fd63d6e03dfe6c5415ed0ae8d58a6b713bceeba4"
"16752620","gogs/gogs","2014-02-12T01:57:08Z","Gogs is a painless self-hosted Git service","Go","2016-02-18T07:15:11Z","b97780ba51f13ad925868b0089e3da4fc043fc6d","2016-02-18T07:15:11Z","b97780ba51f13ad925868b0089e3da4fc043fc6d"
"17066884","binux/pyspider","2014-02-21T19:18:47Z","A Powerful Spider(Web Crawler) System in Python.","Python","2017-04-19T06:01:04Z","cc672aaac04e87439b1ca3a0da26e3700a4db206","",""
"17107479","framework7io/framework7","2014-02-23T12:15:53Z","Full featured HTML framework for building iOS & Android apps","JavaScript","2016-05-22T00:48:24Z","80da302196f961f833dd0a81a630a32e2dd8b114","2016-05-22T00:48:24Z","80da302196f961f833dd0a81a630a32e2dd8b114"
"17620347","dotnet/aspnetcore","2014-03-11T06:09:42Z","ASP.NET Core is a cross-platform .NET framework for building modern cloud-based web applications on Windows, Mac, or Linux.","C#","2018-10-17T02:02:47Z","379d36b5954e13c51af7c096ebfc1b6163cbea41","2018-10-17T02:02:47Z","379d36b5954e13c51af7c096ebfc1b6163cbea41"
"17803236","rclone/rclone","2014-03-16T16:19:57Z","""rsync for cloud storage"" - Google Drive, Amazon Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Cloudfiles, Google Cloud Storage, Yandex Files","Go","2016-02-21T18:32:44Z","a3b4c8a0f23b9d6cebc787c603b05a08c07b21a7","2018-09-22T01:17:32Z","17ab38502df33d8bc29bed5cfca8bfd5dd117cbb"
"18044526","StreisandEffect/streisand","2014-03-23T21:56:19Z","Streisand sets up a new server running your choice of WireGuard, OpenConnect, OpenSSH, OpenVPN, Shadowsocks, sslh, Stunnel, or a Tor bridge. It also generates custom instructions for all of these services. At the end of the run you are given an HTML file with instructions that can be shared with friends, family members, and fellow activists.","Shell","2017-05-18T06:21:13Z","3e7a941ece1bc44fa09f9b8dbf935499973d2df3","",""
"18049133","kenwheeler/slick","2014-03-24T02:10:05Z","the last carousel you'll ever need","JavaScript","2016-02-21T00:08:30Z","b6e77d8adc8cfd0b708ce3937e51b30ec46d289c","",""
